player_id	name	POS	AGE	NBA	FPts/Gp	GPp	BASE	Δw	Δw '26–'27 ours	sheet_pts	Win$	Sheet$	Board$	Market$	Max$	flag
2212	A.J. Lawson	PG/SG	26.2	FA	7.7	38	0	0.02	-0.17	203	0	0	0	1		frag · rot1 · fa · GPp<map
760	Bismack Biyombo	C	34.1	FA	9.0	36	0	0.02	-0.17	68	0	0	0	1		frag · rot1 · fa · GPp<map
159	Danilo Gallinari	PF/C	38.1	FA	6.5	48	0	0.02	-0.17		0	0	0	1		miss · rot1 · fa · GPp<map · unlisted
2156	Kai Jones	PF/C	–	FA	8.5	29	0	0.02	-0.17		0	0	0	1		nopool · fa · unlisted
2133	Kessler Edwards	SF	–	FA	8.1	29	0	0.02	-0.17		0	0	0	1		nopool · fa · unlisted
2066	Trevelin Queen	SG	–	FA	9.4	30	0	0.02	-0.17		0	0	0	1		nopool · fa · unlisted
2224	Jeff Dowtin	PG/SG	–	FA	10.2	30	0	0.02	-0.17		0	0	0	1		nopool · fa · unlisted
2446	Nick Smith	PG/SG	22.4	FA	6.7	41	0	0.02	-0.18	268.75	0	0	0	1		rot0 · fa
2633	Antonio Reeves	PG/SG	25.8	FA	8.5	31	0	0.02	-0.18		0	0	0	1		frag · rot0 · fa · GPp<map
2085	Jae'Sean Tate	SF/PF	30.9	HOU	7.1	42	0	0.02	-0.19	283.75	0	0	0	1		rot2 · GPp<map
2621	Cam Christie	PG/SG	21.2	LAC	5.7	30	0	0.02	-0.18	312.75	0	0	0	1		rot0 · noproj · GPp<map
2791	Brooks Barnhizer	PG/SG	24.6	OKC	5.6	50	19	0.02	-0.16	222.75	0	0	0	1		rot0 · noproj · '25 rookie
2150	Isaiah Livers	SF/PF	28.2	PHX	5.9	42	0	0.02	-0.18	214	0	0	0	1		miss · rot0 · noproj
2499	Drew Timme	SF/PF	26.0	FA	6.5	38	0	0.02	-0.17	175	0	0	0	1		rot1 · fa · noproj · GPp<map
2301	JD Davison	PG/SG	24.0	ORL	6.2	39	0	0.02	-0.18	173.5	0	0	0	1		rot0 · noproj
168	Taj Gibson	SF/PF	41.3	FA	8.7	33	0	0.02	-0.17	86.75	0	0	0	1		frag · rot0 · fa · noproj · GPp<map
2064	Ömer Yurtseven	C	28.3	FA	9.2	33	0	0.02	-0.17	83.25	0	0	0	1		frag · rot0 · fa · noproj · GPp<map
2687	Tristan Enaruna	SF/PF	25.2	CLE	8.7	33	0	0.02	-0.15	78.25	0	0	0	1		frag · rot0 · noproj · '25 rookie
1180	Joe Harris	SG/SF/PF	35.1	FA	6.7	34	0	0.01	-0.17		0	0	0	1		frag · miss · rot1 · fa · unlisted
2143	Dalano Banton	SF/PF	26.9	FA	5.4	31	18	0.01	-0.18		0	0	0	1		frag · rot2 · fa
176	Eric Gordon	SG	37.7	FA	5.5	32	4	0.01	-0.18	55.75	0	0	0	1		frag · fa
2563	Malachi Smith	PG/SG	26.8	TOR	3.6	40	0	0.01	-0.18	293.25	0	0	0	1		frag · rot1 · '25 rookie
2622	Blake Hinson	SF/PF	26.7	UTA	4.0	39	0	0.01	-0.18	261.5	0	0	0	1		frag · rot1 · '25 rookie
2811	Tyler Burton	SF	26.6	FA	2.8	38	0	0.01	-0.18	228.5	0	0	0	1		frag · rot1 · fa · GPp<map
2218	DeJon Jarreau	SG	28.7	FA	4.0	38	0	0.01	-0.18	210	0	0	0	1		frag · miss · rot2 · fa · GPp<map
2815	John Poulakidas	PG/SG	23.5	DAL	4.6	37	0	0.01	-0.18	197	0	0	0	1		frag · rot1 · GPp<map · '25 rookie
1083	Seth Curry	PG/SG	36.1	FA	4.1	34	0	0.01	-0.18	111.5	0	0	0	1		frag · rot1 · fa · GPp<map
2673	David Jones Garcia	PG/SG	24.8	SAS	4.5	20	0	0.01	-0.18	90.5	0	0	0	1		frag · rot0 · GPp<map · '25 rookie
2317	Caleb Houstan	PG/SG	23.7	NOP	6.9	20	0	0.01	-0.18	73.5	0	0	0	1		frag · rot0 · GPp<map
1706	Mo Bamba	C	28.4	UTA	4.8	20	0	0.01	-0.18		0	0	0	1		frag · rot2 · GPp<map
1870	Cody Martin	SF	31.0	FA	7.0	31	0	0.01	-0.18		0	0	0	1		frag · fa
2140	Jaden Springer	PG/SG/SF	–	FA	6.7	29	0	0.01	-0.18		0	0	0	1		nopool · fa · unlisted
687	Ish Smith	PG	–	FA	7.8	29	0	0.01	-0.18		0	0	0	1		nopool · fa · unlisted
782	Cory Joseph	PG	–	FA	7.2	29	0	0.01	-0.18		0	0	0	1		nopool · fa · unlisted
2620	Reece Beekman	PG	–	FA	7.5	29	0	0.01	-0.18		0	0	0	1		nopool · fa · unlisted
2430	Julian Phillips	SF/PF	22.9	HOU	4.2	46	0	0.01	-0.19	290.25	0	0	0	1		rot0 · GPp<map
2703	Cormac Ryan	PG/SG	27.9	MIL	4.6	16	0	0.01	-0.19	252.25	0	0	0	1		frag · rot1 · GPp<map · '25 rookie
579	Garrett Temple	SG/SF	40.4	FA	2.5	35	0	0.01	-0.19		0	0	0	1		frag · rot0 · fa
1777	Jordan McLaughlin	PG/SG	30.5	SAS	5.3	32	0	0.01	-0.16	232.75	0	0	0	1		rot0 · noproj · GPp<map
2277	Lindy Waters	SF/PF	29.2	FA	4.2	42	0	0.01	-0.18	168.75	0	0	0	1		rot1 · fa · noproj · GPp<map
2039	Xavier Tillman	PF/C	27.7	FA	4.9	39	0	0.01	-0.18	147.25	0	0	0	1		rot2 · fa · noproj
1171	Thanasis Antetokounmpo	SF/PF	34.2	FA	4.3	40	0	0.01	-0.18	147.25	0	0	0	1		rot0 · fa · noproj · GPp<map
1218	Joe Ingles	SG/SF	39.0	FA	4.7	38	0	0.01	-0.18	132	0	0	0	1		rot2 · fa · noproj
2599	Kevin McCullar	PG/SG	25.5	NYK	6.2	36	0	0.01	-0.16	131.25	0	0	0	1		frag · rot0 · noproj · GPp<map
184	Jeff Green	SF/PF	40.1	FA	3.7	38	0	0.01	-0.18	110.25	0	0	0	1		rot1 · fa · noproj · GPp<map
2470	Hunter Tyson	SF/PF	26.3	FA	4.8	36	0	0.01	-0.18	105.5	0	0	0	1		frag · rot0 · fa · noproj
1621	Nigel Hayes-Davis	PF	31.8	FA	3.7	37	0	0.01	-0.18	100.25	0	0	0	1		rot0 · fa · noproj · GPp<map
2590	Pacôme Dadiet	SF/PF	21.2	NYK	3.4	44	10	0.01	-0.18	97.75	0	0	0	1		rot0 · noproj
2785	Miles Kelly	SG/SF	23.7	FA	6.8	34	0	0.01	-0.17	95.25	0	0	0	1		frag · rot0 · fa · noproj
2345	Luke Travers	SG/SF/PF	25.1	FA	7.0	33	0	0.01	-0.17	91	0	0	0	1		frag · rot0 · fa · noproj · GPp<map
2325	TyTy Washington	PG/SG	24.9	LAC	4.6	34	0	0.01	-0.18	73.75	0	0	0	1		frag · rot0 · noproj
2442	Kobe Bufkin	PG/SG	23.0	NOP	4.6	34	0	0.01	-0.18	73	0	0	0	1		frag · rot0 · noproj
2800	Curtis Jones	PG/SG	25.0	DEN	6.0	32	0	0.01	-0.16	66	0	0	0	1		frag · rot0 · noproj · GPp<map · '25 rookie
2627	Isaiah Crawford	SF/PF	24.9	HOU	4.2	16	0	0.01	-0.19	59.5	0	0	0	1		frag · rot0 · noproj · GPp<map
2513	Javonte Cooke	SG	27.2	FA	2.9	34	0	0.01	-0.19	55.5	0	0	0	1		frag · rot0 · fa · noproj
2662	Riley Minix	SF/PF	26.0	CLE	6.1	16	0	0.01	-0.18	55.25	0	0	0	1		frag · rot0 · noproj · GPp<map
2610	Bobi Klintman	SF	23.6	FA	4.2	32	15	0.01	-0.18	55.25	0	0	0	1		frag · rot0 · fa · noproj · GPp<map
1962	DaQuan Jeffries	SG/SF	29.1	FA	1.1	34	0	0.00	-0.19		0	0	0	1		frag · miss · rot1 · fa
2852	Dillon Mitchell	SF/PF	23.0	BOS	0.0	16	23	0.00	-0.19		0	0	0	1		noproj · '26 class
2856	Jack Kayil	PG/SG	19.7	NYK	0.0	26	22	0.00	-0.19		0	0	0	1		noproj · '26 class
2857	Tyler Nickel	SF/PF	23.1	NYK	0.0	22	22	0.00	-0.19		0	0	0	1		noproj · '26 class
2861	Jaden Bradley	PG/SG	23.0	TOR	0.0	47	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2862	Jaylin Sellers	PG/SG	23.3	CHI	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2863	Tobe Awaka	SF/PF		CHI	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2867	Ernest Udeh	C		CLE	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2870	Malique Lewis	SF/PF	21.9	MIL	0.0	26	27	0.00	-0.19		0	0	1	1		noproj · '26 class
2872	Rafael Castro	C	23.5	HOU	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2879	Tre Donaldson	PG/SG	22.8	MIA	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2882	Felix Okpara	PF/C	22.4	WAS	0.0	16	26	0.00	-0.19		0	0	0	1		noproj · '26 class
2885	Lajae Jones	PG/SG	22.3	GSW	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2887	Nick Martinelli	SF/PF	22.4	LAC	0.0	16	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2889	Peter Suder	PG/SG	22.7	FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2891	AK Okereke	SF/PF		LAL	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2896	Tobi Lawal	SF/PF	23.4	DAL	0.0	16	26	0.00	-0.19		0	0	0	1		noproj · '26 class
2898	Vsevolod Ishchenko	PG/SG	21.6	DAL	0.0	26	24	0.00	-0.19		0	0	0	1		noproj · '26 class
2901	Quadir Copeland	PG/SG	23.1	HOU	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2905	Carson Cooper	C		MEM	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2907	Ja'Kobi Gillespie	PG/SG	22.5	SAS	0.0	47	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2909	Maliq Brown	SF/PF	22.9	SAS	0.0	16	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2912	Bryce Hopkins	SG/SF	24.0	DEN	0.0	16	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2914	Trey Kaufman-Renn	SF/PF	24.1	MIN	0.0	22	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2917	Otega Oweh	PG/SG	23.3	OKC	0.0	16	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2918	Josh Dix	PG/SG		OKC	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2920	Michael Ajayi	SF/PF	23.3	CHA	0.0	26	25	0.00	-0.19		0	0	0	1		noproj · '26 class
2921	Kylan Boswell	PG/SG	21.4	CHA	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2922	Alpha Diallo	PG/SG		DEN	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2923	Terrell Brown	PG/SG		UTA	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2924	Kobe Stewart	SG/SF		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2925	Malik Dia	SF/PF		NOP	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2926	Trey Townsend	SF/PF		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2927	Caleb Grill	PG/SG		BOS	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2928	Cameron Hildreth	PG/SG		IND	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2929	Wade Taylor	PG/SG		IND	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2930	M.J. Iraldi	SF/PF		IND	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2931	Sean McNeil	PG/SG		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2932	Deivon Smith	PG/SG		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2933	Chance McMillian	PG/SG		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2934	Hyunjung Lee	SG/SF		POR	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2935	Meechie Johnson	PG/SG		LAL	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2936	Jayden Nunn	PG/SG		SAS	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2937	Graham Ike	SF/PF		GSW	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2938	Solomon Washington	SF/PF		NOP	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2939	Reese Dixon-Waters	SG/SF		DEN	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2940	Keonte Jones	PG/SG		DEN	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2941	Boopie Miller	PG/SG		FA	0.0	26	0	0.00	-0.19		0	0	0	1		fa · noproj · '26 class
2942	Justin Harmon	PG/SG		UTA	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
2943	Ibrahima Diallo	C		UTA	0.0	26	0	0.00	-0.19		0	0	0	1		noproj · '26 class
